epoch,train_loss,val_loss,learning_rate
1,0.1484425323350089,1.2002166310946147,0.001
2,0.08405906494174685,1.1366412341594696,0.001
3,0.07225764037242957,1.0954037805398305,0.001
4,0.06340953548039709,1.1205804546674092,0.001
5,0.0678307158606393,1.1509891351064045,0.001
6,0.06588818186095782,1.0888844231764476,0.001
7,0.06187059011842523,1.0942493279774983,0.001
8,0.06176228768059185,1.047868013381958,0.001
9,0.061356661309088976,1.1143494447072346,0.001
10,0.05790818961603301,1.0603517591953278,0.001
11,0.05616179866982358,1.0486388504505157,0.001
12,0.05736795387097767,1.0651462972164154,0.001
13,0.05430442320981196,1.0564558804035187,0.001
14,0.055516265598790984,1.0700702269872029,0.001
15,0.05315296445041895,1.0443789660930634,0.001
16,0.052330255774515014,1.0325370728969574,0.001
17,0.05287602251129491,1.035791277885437,0.001
18,0.05365615338087082,1.0044595698515575,0.001
19,0.05061281020087855,1.0086300869782765,0.001
20,0.050402745072330744,1.006191462278366,0.001
21,0.04679501721901553,0.9881874024868011,0.001
22,0.04595741895692689,0.9850822786490122,0.001
23,0.04886591101863554,0.9980157713095347,0.001
24,0.04581246844359806,0.9922493000825247,0.001
25,0.04252460519117968,0.9942879776159922,0.001
26,0.04526527438844953,0.981000542640686,0.001
27,0.042003042729837556,0.9607541263103485,0.001
28,0.04101954373930182,0.9721699059009552,0.001
29,0.04011274993951831,0.9794704218705496,0.001
30,0.04231616122914212,0.9850434760252634,0.001
31,0.04049809117402349,0.9619038303693136,0.001
32,0.03950279312474387,0.974835475285848,0.001
33,0.041302604733833244,0.9801901777585348,0.001
34,0.038504904668246,0.9684253831704458,0.001
35,0.0383687216256346,0.9521430631478628,0.001
36,0.03665542496102197,0.9484401444594065,0.001
37,0.03600740073514836,0.9606087406476339,0.001
38,0.03513481627617564,0.9588789840539297,0.001
39,0.03497634681739977,0.9582065343856812,0.001
40,0.034307905339768956,0.9569523731867472,0.001
41,0.035392150681998046,0.9496194819609324,0.001
42,0.03535103132682187,0.940687507390976,0.001
43,0.03342492439384971,0.9505497813224792,0.001
44,0.03264309066746916,0.9420654873053232,0.001
45,0.03538893469210182,1.003873308499654,0.001
46,0.03620804087924106,0.9535672962665558,0.001
47,0.03292291345340865,0.9402785003185272,0.001
48,0.03283469591821943,0.9913652141888937,0.001
49,0.034167180103915076,0.9347301423549652,0.001
50,0.03137658602957215,0.9247305989265442,0.001
51,0.029697220905550888,0.9380024373531342,0.0005
52,0.029473981420908655,0.9315125644207001,0.0005
53,0.030628067973468984,0.9253061711788177,0.0005
54,0.030729846895805428,0.923097680012385,0.0005
55,0.02787420299968549,0.9242364466190338,0.0005
56,0.02737548322017704,0.9273746709028879,0.0005
57,0.02751511654683522,0.9239820341269175,0.0005
58,0.027447475253471305,0.9313557744026184,0.0005
59,0.02761515961693866,0.9152549207210541,0.0005
60,0.026493812245982035,0.91465891400973,0.0005
61,0.025735357776284218,0.906007319688797,0.0005
62,0.025782612950674126,0.9183772206306458,0.0005
63,0.025641895032354763,0.9038365185260773,0.0005
64,0.02495970856398344,0.9066102206707001,0.0005
65,0.025614344780998572,0.9043397704760233,0.0005
66,0.02395471345101084,0.9106502830982208,0.0005
67,0.02430603187531233,0.8965974549452463,0.0005
68,0.023436835833958218,0.8988407552242279,0.0005
69,0.023057463445833752,0.9079535603523254,0.0005
70,0.023561147706849233,0.8945179382960001,0.0005
71,0.023081954834716662,0.9087851742903391,0.0005
72,0.022934614281569208,0.9002985656261444,0.0005
73,0.022315357146518573,0.889120896657308,0.0005
74,0.022308866692973033,0.8945264319578806,0.0005
75,0.02143798129899161,0.8992822070916494,0.0005
76,0.020221963724387542,0.8769861658414205,0.0005
77,0.019922396168112755,0.8943246304988861,0.0005
78,0.020243160759231875,0.8926545083522797,0.0005
79,0.019724024459719658,0.8917364676793417,0.0005
80,0.020223695784807205,0.8786625762780508,0.0005
81,0.01904095762542316,0.8753879566987356,0.0005
82,0.017615698410996368,0.8725553452968597,0.0005
83,0.01804596564865538,0.8882848620414734,0.0005
84,0.017876159333224808,0.8831535379091898,0.0005
85,0.01795953738370112,0.8787590265274048,0.0005
86,0.01746610352503402,0.8893835544586182,0.0005
87,0.016768557551716055,0.8715299069881439,0.0005
88,0.017253564870251075,0.8843382894992828,0.0005
89,0.016861245036125183,0.8857830266157786,0.0005
90,0.01737703289836645,0.8740745385487875,0.0005
91,0.016576792978282486,0.856878379980723,0.0005
92,0.01582530826064093,0.8576595584551493,0.0005
93,0.014855490132634128,0.8790131509304047,0.0005
94,0.015052460200552429,0.8813656071821848,0.0005
95,0.014207831384348018,0.8715619345506033,0.0005
96,0.013782526166843516,0.8613574008146921,0.0005
97,0.014783095634941543,0.8931702574094137,0.0005
98,0.014987591221662504,0.8883005281289419,0.0005
99,0.015031225646712951,0.862143357594808,0.0005
100,0.013733532279729843,0.855673482020696,0.0005
101,0.012292214070579835,0.8596360584100088,0.00025
102,0.012059757885124003,0.8541658023993174,0.00025
103,0.012185520292924983,0.8510897954305013,0.00025
104,0.012024238373019866,0.8553375502427419,0.00025
105,0.011495366958635194,0.8549401660760244,0.00025
106,0.011238322992409979,0.8596494793891907,0.00025
107,0.01119680084022028,0.8547492424647013,0.00025
108,0.010955535074962037,0.8581963876883189,0.00025
109,0.010922362761838096,0.8522802591323853,0.00025
110,0.011105584047202553,0.859439879655838,0.00025
111,0.010924913787416049,0.8556906878948212,0.00025
112,0.010616647279156106,0.8551238576571146,0.00025
113,0.010760893779141563,0.8540530502796173,0.00025
114,0.011078342994941133,0.8584511975447336,0.00025
115,0.010568388139030762,0.8559141953786215,0.00025
116,0.010334458834092532,0.8543065090974172,0.00025
117,0.009924004087224603,0.8507470488548279,0.00025
118,0.010196279002619641,0.8541035751501719,0.00025
119,0.009846207918599248,0.8608729044596354,0.00025
120,0.009967328049242496,0.8532633483409882,0.00025
121,0.009661491461364287,0.8580546577771505,0.00025
122,0.009427899694336312,0.8492843409379324,0.00025
123,0.009675002191215754,0.850827544927597,0.00025
124,0.009231589801077331,0.8568598429361979,0.00025
125,0.009451032549675022,0.8492921690146128,0.00025
126,0.009560149861499667,0.8615226348241171,0.00025
127,0.009184944410143154,0.8549131949742635,0.00025
128,0.00925604796170124,0.853146900733312,0.00025
129,0.009027511945792608,0.8536862035592397,0.00025
130,0.008735370356589556,0.859444797039032,0.00025
131,0.009011583402752876,0.8540364702542623,0.00025
132,0.008927898880626475,0.8603717585404714,0.00025
133,0.009034099888854794,0.8464104533195496,0.00025
134,0.008648231093372618,0.8535577058792114,0.00025
135,0.008741529458867652,0.8542745014031728,0.00025
136,0.008559966626177942,0.861896683772405,0.00025
137,0.008761379701484526,0.8457260330518087,0.00025
138,0.00846228894910642,0.8547639747460684,0.00025
139,0.008313562621229462,0.8529270390669504,0.00025
140,0.008409724471026234,0.8485089540481567,0.00025
141,0.0082303370083017,0.8446290493011475,0.00025
142,0.00824456721810358,0.8556125164031982,0.00025
143,0.008487923170572944,0.8588508268197378,0.00025
144,0.008425956924578972,0.8458700577418009,0.00025
145,0.00803501674506281,0.8438482284545898,0.00025
146,0.007998228438996844,0.849800576766332,0.00025
147,0.007709875203935164,0.8534918030103048,0.00025
148,0.00774695271892207,0.849472333987554,0.00025
149,0.007507784857547709,0.8483290175596873,0.00025
150,0.00782192115938025,0.8427605231602987,0.00025
